12,5,1,1,1,1,1,1,0,2
2,10,4,1,2,2,0,2,0,2
1,10,10,1,1,0,1,0,1,0
4,6,4,7,2,0,1,0,1,0
2,4,2,0,13,0,1,1,2,0
2,4,6,1,1,4,2,0,4,1
0,1,2,0,1,1,18,0,2,0
3,12,2,1,2,0,0,5,0,0
5,2,5,2,2,3,0,0,6,0
4,3,4,0,4,1,2,0,3,4
